SDS 2.4	AQ Results	1.0
Filename	ISM mix primers WT
PlateID	
Assay Type	Absolute Quantification
Run DateTime	18.07.20 17:05:54
Operator	
ThermalCycleParams	

Sample Information

Well	Sample Name	Detector Name	Reporter	Task	Ct	Tm Value	Tm Type	Quantity	Qty Mean	Qty StdDev	Ct Median	Ct Mean	Ct StdDev	Ct Type	Template Name	Baseline Type	Baseline Start	Baseline Stop	Threshold Type	Threshold	FOS	HMD	LME	EW	BPR	NAW	HNS	HRN	EAF	BAF	TAF	CAF	
298	M10	SYBR	SYBR	Unknown	24.919096	86.5	Auto Tm							Automatic Ct		Automatic			Automatic	0.053925432													
299	M11	SYBR	SYBR	Unknown	27.835327	90.3	Auto Tm							Automatic Ct		Automatic			Automatic	0.053925432													
300	M12	SYBR	SYBR	Unknown	23.159184	85.1	Auto Tm							Automatic Ct		Automatic			Automatic	0.053925432													
301	M13	SYBR	SYBR	Unknown	21.841642	84.6	Auto Tm							Automatic Ct		Automatic			Automatic	0.053925432													
302	M14	SYBR	SYBR	Unknown	26.011961	85.9	Auto Tm							Automatic Ct		Automatic			Automatic	0.053925432													
303	M15	SYBR	SYBR	Unknown	21.785007	81.6	Auto Tm							Automatic Ct		Automatic			Automatic	0.053925432													
304	M16	SYBR	SYBR	Unknown	24.669264	87.5	Auto Tm							Automatic Ct		Automatic			Automatic	0.053925432													
316	N4	SYBR	SYBR	Unknown	24.65212	87.1	Auto Tm							Automatic Ct		Automatic			Automatic	0.053925432													
317	N5	SYBR	SYBR	Unknown	22.968582	87.6	Auto Tm							Automatic Ct		Automatic			Automatic	0.053925432													
318	N6	SYBR	SYBR	Unknown	19.980679	86.0	Auto Tm							Automatic Ct		Automatic			Automatic	0.053925432													
319	N7	SYBR	SYBR	Unknown	22.5683	84.1	Auto Tm							Automatic Ct		Automatic			Automatic	0.053925432													
320	N8	SYBR	SYBR	Unknown	27.397251	89.2	Auto Tm							Automatic Ct		Automatic			Automatic	0.053925432													
321	N9	SYBR	SYBR	Unknown	27.901983	87.3	Auto Tm							Automatic Ct		Automatic			Automatic	0.053925432													
322	N10	SYBR	SYBR	Unknown	24.683365	86.5	Auto Tm							Automatic Ct		Automatic			Automatic	0.053925432													
323	N11	SYBR	SYBR	Unknown	27.03525	90.3	Auto Tm							Automatic Ct		Automatic			Automatic	0.053925432													
324	N12	SYBR	SYBR	Unknown	22.671284	85.1	Auto Tm							Automatic Ct		Automatic			Automatic	0.053925432													
325	N13	SYBR	SYBR	Unknown	22.844954	84.8	Auto Tm							Automatic Ct		Automatic			Automatic	0.053925432													
326	N14	SYBR	SYBR	Unknown	26.424377	86.2	Auto Tm							Automatic Ct		Automatic			Automatic	0.053925432													
327	N15	SYBR	SYBR	Unknown	26.267784	81.8	Auto Tm							Automatic Ct		Automatic			Automatic	0.053925432													
328	N16	SYBR	SYBR	Unknown	24.418406	87.2	Auto Tm							Automatic Ct		Automatic			Automatic	0.053925432													
Slope		cycles/log decade
Y-Intercept		
R^2		



NAP	LPL
	
