SDS 2.4	AQ Results	1.0
Filename	20 07 2020 WT keio 4 identical RNA purification
PlateID	
Assay Type	Absolute Quantification
Run DateTime	20.07.20 14:58:19
Operator	
ThermalCycleParams	

Sample Information

Well	Sample Name	Detector Name	Reporter	Task	Ct	Tm Value	Tm Type	Quantity	Qty Mean	Qty StdDev	Ct Median	Ct Mean	Ct StdDev	Ct Type	Template Name	Baseline Type	Baseline Start	Baseline Stop	Threshold Type	Threshold	FOS	HMD	LME	EW	BPR	NAW	HNS	HRN	EAF	BAF	TAF	CAF	
132	F12	SYBR	SYBR	Unknown	20.42385	85.4	Auto Tm							Automatic Ct		Automatic			Automatic	0.11867291													
133	F13	SYBR	SYBR	Unknown	19.817532	84.9	Auto Tm							Automatic Ct		Automatic			Automatic	0.11867291													
134	F14	SYBR	SYBR	Unknown	24.822662	86.2	Auto Tm							Automatic Ct		Automatic			Automatic	0.11867291													
135	F15	SYBR	SYBR	Unknown	22.906433	87.5	Auto Tm							Automatic Ct		Automatic			Automatic	0.11867291													
136	F16	SYBR	SYBR	Unknown	21.596024	82.1	Auto Tm							Automatic Ct		Automatic			Automatic	0.11867291													
148	G4	SYBR	SYBR	Unknown	22.281696	87.1	Auto Tm							Automatic Ct		Automatic			Automatic	0.11867291													
149	G5	SYBR	SYBR	Unknown	21.605984	87.9	Auto Tm							Automatic Ct		Automatic			Automatic	0.11867291													
150	G6	SYBR	SYBR	Unknown	17.518148	86.5	Auto Tm							Automatic Ct		Automatic			Automatic	0.11867291													
151	G7	SYBR	SYBR	Unknown	21.127657	84.4	Auto Tm							Automatic Ct		Automatic			Automatic	0.11867291													
152	G8	SYBR	SYBR	Unknown	25.820868	89.3	Auto Tm							Automatic Ct		Automatic			Automatic	0.11867291													
153	G9	SYBR	SYBR	Unknown	26.877445	87.6	Auto Tm							Automatic Ct		Automatic			Automatic	0.11867291													
154	G10	SYBR	SYBR	Unknown	23.760435	86.5	Auto Tm							Automatic Ct		Automatic			Automatic	0.11867291													
155	G11	SYBR	SYBR	Unknown	25.177938	90.6	Auto Tm							Automatic Ct		Automatic			Automatic	0.11867291													
156	G12	SYBR	SYBR	Unknown	20.457598	85.4	Auto Tm							Automatic Ct		Automatic			Automatic	0.11867291													
157	G13	SYBR	SYBR	Unknown	19.955904	84.9	Auto Tm							Automatic Ct		Automatic			Automatic	0.11867291													
158	G14	SYBR	SYBR	Unknown	24.674305	86.2	Auto Tm							Automatic Ct		Automatic			Automatic	0.11867291													
159	G15	SYBR	SYBR	Unknown	22.517162	87.5	Auto Tm							Automatic Ct		Automatic			Automatic	0.11867291													
160	G16	SYBR	SYBR	Unknown	21.426567	82.1	Auto Tm							Automatic Ct		Automatic			Automatic	0.11867291													
172	H4	SYBR	SYBR	Unknown	22.19286	87.4	Auto Tm							Automatic Ct		Automatic			Automatic	0.11867291													
173	H5	SYBR	SYBR	Unknown	21.661072	87.9	Auto Tm							Automatic Ct		Automatic			Automatic	0.11867291													
174	H6	SYBR	SYBR	Unknown	17.744703	86.5	Auto Tm							Automatic Ct		Automatic			Automatic	0.11867291													
175	H7	SYBR	SYBR	Unknown	21.002878	84.4	Auto Tm							Automatic Ct		Automatic			Automatic	0.11867291													
176	H8	SYBR	SYBR	Unknown	25.655209	89.3	Auto Tm							Automatic Ct		Automatic			Automatic	0.11867291													
177	H9	SYBR	SYBR	Unknown	26.604374	87.6	Auto Tm							Automatic Ct		Automatic			Automatic	0.11867291													
178	H10	SYBR	SYBR	Unknown	23.774712	86.8	Auto Tm							Automatic Ct		Automatic			Automatic	0.11867291													
179	H11	SYBR	SYBR	Unknown	25.370636	90.6	Auto Tm							Automatic Ct		Automatic			Automatic	0.11867291													
180	H12	SYBR	SYBR	Unknown	20.507257	85.7	Auto Tm							Automatic Ct		Automatic			Automatic	0.11867291													
181	H13	SYBR	SYBR	Unknown	19.903822	84.9	Auto Tm							Automatic Ct		Automatic			Automatic	0.11867291													
182	H14	SYBR	SYBR	Unknown	24.84862	86.2	Auto Tm							Automatic Ct		Automatic			Automatic	0.11867291													
183	H15	SYBR	SYBR	Unknown	23.096443	87.5	Auto Tm							Automatic Ct		Automatic			Automatic	0.11867291													
184	H16	SYBR	SYBR	Unknown	16.781055	88.6	Auto Tm							Automatic Ct		Automatic			Automatic	0.11867291							true						
220	J4	SYBR	SYBR	Unknown	22.084724	87.1	Auto Tm							Automatic Ct		Automatic			Automatic	0.11867291													
221	J5	SYBR	SYBR	Unknown	21.493639	87.9	Auto Tm							Automatic Ct		Automatic			Automatic	0.11867291													
222	J6	SYBR	SYBR	Unknown	17.244362	86.5	Auto Tm							Automatic Ct		Automatic			Automatic	0.11867291													
223	J7	SYBR	SYBR	Unknown	20.608814	84.4	Auto Tm							Automatic Ct		Automatic			Automatic	0.11867291													
224	J8	SYBR	SYBR	Unknown	25.258387	89.3	Auto Tm							Automatic Ct		Automatic			Automatic	0.11867291													
225	J9	SYBR	SYBR	Unknown	26.342833	87.6	Auto Tm							Automatic Ct		Automatic			Automatic	0.11867291													
226	J10	SYBR	SYBR	Unknown	23.412447	86.8	Auto Tm							Automatic Ct		Automatic			Automatic	0.11867291													
227	J11	SYBR	SYBR	Unknown	25.125198	90.6	Auto Tm							Automatic Ct		Automatic			Automatic	0.11867291													
