SDS 2.4	AQ Results	1.0
Filename	2021 10 24 ybeX 4pure 3rep
PlateID	
Assay Type	Absolute Quantification
Run DateTime	24.10.21 14:52:10
Operator	
ThermalCycleParams	

Sample Information

Well	Sample Name	Detector Name	Reporter	Task	Ct	Tm Value	Tm Type	Quantity	Qty Mean	Qty StdDev	Ct Median	Ct Mean	Ct StdDev	Ct Type	Template Name	Baseline Type	Baseline Start	Baseline Stop	Threshold Type	Threshold	FOS	HMD	LME	EW	BPR	NAW	HNS	HRN	EAF	BAF	TAF	CAF	
272	L8	SYBR	SYBR	Unknown	23.556734	89.0	Auto Tm							Automatic Ct		Automatic			Automatic	0.04372608													
273	L9	SYBR	SYBR	Unknown	23.656563	87.3	Auto Tm							Automatic Ct		Automatic			Automatic	0.04372608													
274	L10	SYBR	SYBR	Unknown	22.237642	86.2	Auto Tm							Automatic Ct		Automatic			Automatic	0.04372608													
275	L11	SYBR	SYBR	Unknown	24.75915	90.3	Auto Tm							Automatic Ct		Automatic			Automatic	0.04372608													
276	L12	SYBR	SYBR	Unknown	19.708498	85.1	Auto Tm							Automatic Ct		Automatic			Automatic	0.04372608													
277	L13	SYBR	SYBR	Unknown	34.546665	84.8	Auto Tm							Automatic Ct		Automatic			Automatic	0.04372608													
278	L14	SYBR	SYBR	Unknown	20.854393	85.9	Auto Tm							Automatic Ct		Automatic			Automatic	0.04372608													
279	L15	SYBR	SYBR	Unknown	20.939943	87.3	Auto Tm							Automatic Ct		Automatic			Automatic	0.04372608													
280	L16	SYBR	SYBR	Unknown	23.485117	81.6	Auto Tm							Automatic Ct		Automatic			Automatic	0.04372608													
316	N4	SYBR	SYBR	Unknown	21.488642	86.6	Auto Tm							Automatic Ct		Automatic			Automatic	0.04372608													
317	N5	SYBR	SYBR	Unknown	21.967852	87.4	Auto Tm							Automatic Ct		Automatic			Automatic	0.04372608													
318	N6	SYBR	SYBR	Unknown	18.586596	86.0	Auto Tm							Automatic Ct		Automatic			Automatic	0.04372608													
319	N7	SYBR	SYBR	Unknown	21.076826	83.8	Auto Tm							Automatic Ct		Automatic			Automatic	0.04372608													
320	N8	SYBR	SYBR	Unknown	23.748398	89.0	Auto Tm							Automatic Ct		Automatic			Automatic	0.04372608													
321	N9	SYBR	SYBR	Unknown	23.560066	87.3	Auto Tm							Automatic Ct		Automatic			Automatic	0.04372608													
322	N10	SYBR	SYBR	Unknown	22.381588	86.2	Auto Tm							Automatic Ct		Automatic			Automatic	0.04372608													
323	N11	SYBR	SYBR	Unknown	24.859795	90.3	Auto Tm							Automatic Ct		Automatic			Automatic	0.04372608													
324	N12	SYBR	SYBR	Unknown	19.705652	85.1	Auto Tm							Automatic Ct		Automatic			Automatic	0.04372608													
325	N13	SYBR	SYBR	Unknown	30.927498	84.6	Auto Tm							Automatic Ct		Automatic			Automatic	0.04372608													
326	N14	SYBR	SYBR	Unknown	20.801876	85.9	Auto Tm							Automatic Ct		Automatic			Automatic	0.04372608													
327	N15	SYBR	SYBR	Unknown	21.140926	87.3	Auto Tm							Automatic Ct		Automatic			Automatic	0.04372608													
328	N16	SYBR	SYBR	Unknown	23.709269	81.6	Auto Tm							Automatic Ct		Automatic			Automatic	0.04372608													
340	O4	SYBR	SYBR	Unknown	21.66284	86.6	Auto Tm							Automatic Ct		Automatic			Automatic	0.04372608													
341	O5	SYBR	SYBR	Unknown	21.85441	87.4	Auto Tm							Automatic Ct		Automatic			Automatic	0.04372608													
342	O6	SYBR	SYBR	Unknown	18.782148	86.0	Auto Tm							Automatic Ct		Automatic			Automatic	0.04372608													
343	O7	SYBR	SYBR	Unknown	20.81801	83.8	Auto Tm							Automatic Ct		Automatic			Automatic	0.04372608													
344	O8	SYBR	SYBR	Unknown	23.633102	89.0	Auto Tm							Automatic Ct		Automatic			Automatic	0.04372608													
345	O9	SYBR	SYBR	Unknown	23.65058	87.3	Auto Tm							Automatic Ct		Automatic			Automatic	0.04372608													
346	O10	SYBR	SYBR	Unknown	22.04816	86.2	Auto Tm							Automatic Ct		Automatic			Automatic	0.04372608													
347	O11	SYBR	SYBR	Unknown	25.243824	90.3	Auto Tm							Automatic Ct		Automatic			Automatic	0.04372608													
348	O12	SYBR	SYBR	Unknown	19.606798	85.1	Auto Tm							Automatic Ct		Automatic			Automatic	0.04372608													
349	O13	SYBR	SYBR	Unknown	32.369675	84.6	Auto Tm							Automatic Ct		Automatic			Automatic	0.04372608													
350	O14	SYBR	SYBR	Unknown	20.933525	85.9	Auto Tm							Automatic Ct		Automatic			Automatic	0.04372608													
351	O15	SYBR	SYBR	Unknown	20.982414	87.3	Auto Tm							Automatic Ct		Automatic			Automatic	0.04372608													
352	O16	SYBR	SYBR	Unknown	23.629213	81.6	Auto Tm							Automatic Ct		Automatic			Automatic	0.04372608													
364	P4	SYBR	SYBR	Unknown	21.810144	86.6	Auto Tm							Automatic Ct		Automatic			Automatic	0.04372608													
365	P5	SYBR	SYBR	Unknown	21.872707	87.4	Auto Tm							Automatic Ct		Automatic			Automatic	0.04372608													
366	P6	SYBR	SYBR	Unknown	18.686708	86.0	Auto Tm							Automatic Ct		Automatic			Automatic	0.04372608													
367	P7	SYBR	SYBR	Unknown	20.867489	83.8	Auto Tm							Automatic Ct		Automatic			Automatic	0.04372608													
368	P8	SYBR	SYBR	Unknown	23.537779	89.0	Auto Tm							Automatic Ct		Automatic			Automatic	0.04372608													
369	P9	SYBR	SYBR	Unknown	23.672869	87.3	Auto Tm							Automatic Ct		Automatic			Automatic	0.04372608													
370	P10	SYBR	SYBR	Unknown	21.94732	86.2	Auto Tm							Automatic Ct		Automatic			Automatic	0.04372608													
371	P11	SYBR	SYBR	Unknown	25.17408	90.3	Auto Tm							Automatic Ct		Automatic			Automatic	0.04372608													
