SDS 2.4	AQ Results	1.0
Filename	24 08 2020 ybeX minus
PlateID	
Assay Type	Absolute Quantification
Run DateTime	24.08.20 15:27:02
Operator	
ThermalCycleParams	

Sample Information

Well	Sample Name	Detector Name	Reporter	Task	Ct	Tm Value	Tm Type	Quantity	Qty Mean	Qty StdDev	Ct Median	Ct Mean	Ct StdDev	Ct Type	Template Name	Baseline Type	Baseline Start	Baseline Stop	Threshold Type	Threshold	FOS	HMD	LME	EW	BPR	NAW	HNS	HRN	EAF	BAF	TAF	CAF	
132	F12	SYBR	SYBR	Unknown	19.497427	85.9	Auto Tm							Automatic Ct		Automatic			Automatic	0.120600335													
133	F13	SYBR	SYBR	Unknown	31.62389	85.1	Auto Tm							Automatic Ct		Automatic			Automatic	0.120600335													
134	F14	SYBR	SYBR	Unknown	23.955746	86.4	Auto Tm							Automatic Ct		Automatic			Automatic	0.120600335													
135	F15	SYBR	SYBR	Unknown	22.122757	87.8	Auto Tm							Automatic Ct		Automatic			Automatic	0.120600335													
136	F16	SYBR	SYBR	Unknown	21.456636	82.3	Auto Tm							Automatic Ct		Automatic			Automatic	0.120600335													
148	G4	SYBR	SYBR	Unknown	21.26742	87.3	Auto Tm							Automatic Ct		Automatic			Automatic	0.120600335													
149	G5	SYBR	SYBR	Unknown	21.395954	88.1	Auto Tm							Automatic Ct		Automatic			Automatic	0.120600335													
150	G6	SYBR	SYBR	Unknown	16.929384	86.8	Auto Tm							Automatic Ct		Automatic			Automatic	0.120600335													
151	G7	SYBR	SYBR	Unknown	21.939089	84.6	Auto Tm							Automatic Ct		Automatic			Automatic	0.120600335													
152	G8	SYBR	SYBR	Unknown	25.204754	89.5	Auto Tm							Automatic Ct		Automatic			Automatic	0.120600335													
153	G9	SYBR	SYBR	Unknown	25.511095	87.8	Auto Tm							Automatic Ct		Automatic			Automatic	0.120600335													
154	G10	SYBR	SYBR	Unknown	22.916006	86.7	Auto Tm							Automatic Ct		Automatic			Automatic	0.120600335													
155	G11	SYBR	SYBR	Unknown	22.516888	90.9	Auto Tm							Automatic Ct		Automatic			Automatic	0.120600335													
156	G12	SYBR	SYBR	Unknown	19.500864	85.6	Auto Tm							Automatic Ct		Automatic			Automatic	0.120600335													
157	G13	SYBR	SYBR	Unknown	27.691988	85.1	Auto Tm							Automatic Ct		Automatic			Automatic	0.120600335													
158	G14	SYBR	SYBR	Unknown	23.942125	86.4	Auto Tm							Automatic Ct		Automatic			Automatic	0.120600335													
159	G15	SYBR	SYBR	Unknown	22.08559	87.8	Auto Tm							Automatic Ct		Automatic			Automatic	0.120600335													
160	G16	SYBR	SYBR	Unknown	21.440178	82.3	Auto Tm							Automatic Ct		Automatic			Automatic	0.120600335													
172	H4	SYBR	SYBR	Unknown	21.480385	87.3	Auto Tm							Automatic Ct		Automatic			Automatic	0.120600335													
173	H5	SYBR	SYBR	Unknown	21.432129	88.1	Auto Tm							Automatic Ct		Automatic			Automatic	0.120600335													
174	H6	SYBR	SYBR	Unknown	16.783981	86.8	Auto Tm							Automatic Ct		Automatic			Automatic	0.120600335													
175	H7	SYBR	SYBR	Unknown	21.996183	84.6	Auto Tm							Automatic Ct		Automatic			Automatic	0.120600335													
176	H8	SYBR	SYBR	Unknown	25.25007	89.5	Auto Tm							Automatic Ct		Automatic			Automatic	0.120600335													
177	H9	SYBR	SYBR	Unknown	25.194405	87.8	Auto Tm							Automatic Ct		Automatic			Automatic	0.120600335													
178	H10	SYBR	SYBR	Unknown	22.852762	86.7	Auto Tm							Automatic Ct		Automatic			Automatic	0.120600335													
179	H11	SYBR	SYBR	Unknown	22.636898	90.9	Auto Tm							Automatic Ct		Automatic			Automatic	0.120600335													
180	H12	SYBR	SYBR	Unknown	19.449364	85.6	Auto Tm							Automatic Ct		Automatic			Automatic	0.120600335													
181	H13	SYBR	SYBR	Unknown	30.446857	85.1	Auto Tm							Automatic Ct		Automatic			Automatic	0.120600335													
182	H14	SYBR	SYBR	Unknown	23.81921	86.4	Auto Tm							Automatic Ct		Automatic			Automatic	0.120600335													
183	H15	SYBR	SYBR	Unknown	22.29188	87.8	Auto Tm							Automatic Ct		Automatic			Automatic	0.120600335													
184	H16	SYBR	SYBR	Unknown	18.030943	85.0	Auto Tm							Automatic Ct		Automatic			Automatic	0.120600335							true						
220	J4	SYBR	SYBR	Unknown	21.750923	87.3	Auto Tm							Automatic Ct		Automatic			Automatic	0.120600335													
221	J5	SYBR	SYBR	Unknown	21.23064	88.1	Auto Tm							Automatic Ct		Automatic			Automatic	0.120600335													
222	J6	SYBR	SYBR	Unknown	17.438128	86.8	Auto Tm							Automatic Ct		Automatic			Automatic	0.120600335													
223	J7	SYBR	SYBR	Unknown	22.390213	84.6	Auto Tm							Automatic Ct		Automatic			Automatic	0.120600335													
224	J8	SYBR	SYBR	Unknown	25.746191	89.5	Auto Tm							Automatic Ct		Automatic			Automatic	0.120600335													
225	J9	SYBR	SYBR	Unknown	25.855236	87.8	Auto Tm							Automatic Ct		Automatic			Automatic	0.120600335													
226	J10	SYBR	SYBR	Unknown	22.87117	86.7	Auto Tm							Automatic Ct		Automatic			Automatic	0.120600335													
227	J11	SYBR	SYBR	Unknown	22.994278	90.9	Auto Tm							Automatic Ct		Automatic			Automatic	0.120600335													
228	J12	SYBR	SYBR	Unknown	19.863878	85.6	Auto Tm							Automatic Ct		Automatic			Automatic	0.120600335													
229	J13	SYBR	SYBR	Unknown	34.185028	85.1	Auto Tm							Automatic Ct		Automatic			Automatic	0.120600335													
230	J14	SYBR	SYBR	Unknown	24.107426	86.4	Auto Tm							Automatic Ct		Automatic			Automatic	0.120600335													
