"Well","Gene","Ct","TmValue","Bacteria","TDate","SamP","BioRep","PurifRep"
200,"hcaT",25.313375,89.5,"WT","2020-08-01","I8","df1","rep2"
201,"idnT",26.41382,87.8,"WT","2020-08-01","I9","df1","rep2"
202,"Lnt2",23.232279,86.7,"WT","2020-08-01","I10","df1","rep2"
203,"Lnt",23.29834,90.9,"WT","2020-08-01","I11","df1","rep2"
204,"miaB",18.401213,85.6,"WT","2020-08-01","I12","df1","rep2"
205,"ybeX",19.358,85.1,"WT","2020-08-01","I13","df1","rep2"
206,"ybeY",22.252863,86.4,"WT","2020-08-01","I14","df1","rep2"
207,"ybeZ",22.950468,87.8,"WT","2020-08-01","I15","df1","rep2"
208,"ybeZY",20.097324,82.4,"WT","2020-08-01","I16","df1","rep2"
220,"CorA",21.385042,87.3,"WT","2020-08-01","J4","df1","rep2"
221,"cysG",19.956131,88.1,"WT","2020-08-01","J5","df1","rep2"
222,"frr",15.552993,86.5,"WT","2020-08-01","J6","df1","rep2"
223,"gyrA",20.48126,84.6,"WT","2020-08-01","J7","df1","rep2"
224,"hcaT",25.09893,89.5,"WT","2020-08-01","J8","df1","rep2"
225,"idnT",26.750347,87.8,"WT","2020-08-01","J9","df1","rep2"
226,"Lnt2",23.453655,86.7,"WT","2020-08-01","J10","df1","rep2"
227,"Lnt",23.077997,90.9,"WT","2020-08-01","J11","df1","rep2"
228,"miaB",18.503153,85.6,"WT","2020-08-01","J12","df1","rep2"
229,"ybeX",19.82453,85.1,"WT","2020-08-01","J13","df1","rep2"
230,"ybeY",24.439217,86.4,"WT","2020-08-01","J14","df1","rep2"
231,"ybeZ",23.306185,87.8,"WT","2020-08-01","J15","df1","rep2"
232,"ybeZY",20.083073,82.4,"WT","2020-08-01","J16","df1","rep2"
244,"CorA",21.290808,87.3,"WT","2020-08-01","K4","df2","rep1"
245,"cysG",20.013327,88.1,"WT","2020-08-01","K5","df2","rep1"
246,"frr",15.794627,86.5,"WT","2020-08-01","K6","df2","rep1"
247,"gyrA",20.382896,84.6,"WT","2020-08-01","K7","df2","rep1"
248,"hcaT",25.390753,89.5,"WT","2020-08-01","K8","df2","rep1"
249,"idnT",26.316813,87.8,"WT","2020-08-01","K9","df2","rep1"
250,"Lnt2",22.935434,86.7,"WT","2020-08-01","K10","df2","rep1"
251,"Lnt",23.697048,90.6,"WT","2020-08-01","K11","df2","rep1"
252,"miaB",18.432781,85.6,"WT","2020-08-01","K12","df2","rep1"
253,"ybeX",19.733555,85.1,"WT","2020-08-01","K13","df2","rep1"
254,"ybeY",24.015156,86.4,"WT","2020-08-01","K14","df2","rep1"
255,"ybeZ",22.73024,87.8,"WT","2020-08-01","K15","df2","rep1"
256,"ybeZY",21.710363,82.4,"WT","2020-08-01","K16","df2","rep1"
268,"CorA",21.559938,87.3,"WT","2020-08-01","L4","df2","rep1"
269,"cysG",20.587282,87.9,"WT","2020-08-01","L5","df2","rep1"
270,"frr",15.632797,86.5,"WT","2020-08-01","L6","df2","rep1"
271,"gyrA",20.738258,84.3,"WT","2020-08-01","L7","df2","rep1"
272,"hcaT",25.100737,89.5,"WT","2020-08-01","L8","df2","rep1"
273,"idnT",26.200016,87.8,"WT","2020-08-01","L9","df2","rep1"
274,"Lnt2",23.273834,86.7,"WT","2020-08-01","L10","df2","rep1"
275,"Lnt",23.309416,90.6,"WT","2020-08-01","L11","df2","rep1"
276,"miaB",18.62185,85.6,"WT","2020-08-01","L12","df2","rep1"
277,"ybeX",19.550821,85.1,"WT","2020-08-01","L13","df2","rep1"
278,"ybeY",23.69119,86.4,"WT","2020-08-01","L14","df2","rep1"
279,"ybeZ",22.966806,87.5,"WT","2020-08-01","L15","df2","rep1"
280,"ybeZY",21.449598,82.4,"WT","2020-08-01","L16","df2","rep1"
292,"CorA",21.208176,87.3,"WT","2020-08-01","M4","df2","rep1"
293,"cysG",20.482046,87.9,"WT","2020-08-01","M5","df2","rep1"
294,"frr",15.587762,86.5,"WT","2020-08-01","M6","df2","rep1"
295,"gyrA",20.30715,84.3,"WT","2020-08-01","M7","df2","rep1"
296,"hcaT",25.375345,89.5,"WT","2020-08-01","M8","df2","rep1"
297,"idnT",26.14806,87.8,"WT","2020-08-01","M9","df2","rep1"
298,"Lnt2",22.977444,86.7,"WT","2020-08-01","M10","df2","rep1"
299,"Lnt",23.916065,90.9,"WT","2020-08-01","M11","df2","rep1"
300,"miaB",18.339005,85.6,"WT","2020-08-01","M12","df2","rep1"
301,"ybeX",19.710531,85.1,"WT","2020-08-01","M13","df2","rep1"
302,"ybeY",23.939774,86.4,"WT","2020-08-01","M14","df2","rep1"
303,"ybeZ",23.13282,87.8,"WT","2020-08-01","M15","df2","rep1"
304,"ybeZY",21.318764,82.4,"WT","2020-08-01","M16","df2","rep1"
316,"CorA",21.04125,87.3,"WT","2020-08-01","N4","df2","rep2"
317,"cysG",19.943998,87.9,"WT","2020-08-01","N5","df2","rep2"
318,"frr",15.993524,86.5,"WT","2020-08-01","N6","df2","rep2"
319,"gyrA",19.864609,84.3,"WT","2020-08-01","N7","df2","rep2"
320,"hcaT",24.52281,89.5,"WT","2020-08-01","N8","df2","rep2"
321,"idnT",25.590048,87.8,"WT","2020-08-01","N9","df2","rep2"
322,"Lnt2",22.383469,86.7,"WT","2020-08-01","N10","df2","rep2"
323,"Lnt",22.198763,90.9,"WT","2020-08-01","N11","df2","rep2"
324,"miaB",18.397024,85.6,"WT","2020-08-01","N12","df2","rep2"
325,"ybeX",18.748466,85.1,"WT","2020-08-01","N13","df2","rep2"
326,"ybeY",22.453686,86.4,"WT","2020-08-01","N14","df2","rep2"
327,"ybeZ",21.52796,87.8,"WT","2020-08-01","N15","df2","rep2"
328,"ybeZY",21.019327,82.4,"WT","2020-08-01","N16","df2","rep2"
340,"CorA",20.787355,87.3,"WT","2020-08-01","O4","df2","rep2"
341,"cysG",19.807436,87.9,"WT","2020-08-01","O5","df2","rep2"
342,"frr",15.714007,86.5,"WT","2020-08-01","O6","df2","rep2"
343,"gyrA",19.653372,84.3,"WT","2020-08-01","O7","df2","rep2"
344,"hcaT",23.837378,89.5,"WT","2020-08-01","O8","df2","rep2"
345,"idnT",25.263023,87.8,"WT","2020-08-01","O9","df2","rep2"
346,"Lnt2",22.061934,86.7,"WT","2020-08-01","O10","df2","rep2"
347,"Lnt",22.389948,90.9,"WT","2020-08-01","O11","df2","rep2"
348,"miaB",18.108515,85.6,"WT","2020-08-01","O12","df2","rep2"
349,"ybeX",18.713192,85.1,"WT","2020-08-01","O13","df2","rep2"
350,"ybeY",23.900707,86.4,"WT","2020-08-01","O14","df2","rep2"
351,"ybeZ",21.22965,87.8,"WT","2020-08-01","O15","df2","rep2"
352,"ybeZY",20.829847,82.4,"WT","2020-08-01","O16","df2","rep2"
364,"CorA",21.232565,87.1,"WT","2020-08-01","P4","df2","rep2"
365,"cysG",20.319452,87.9,"WT","2020-08-01","P5","df2","rep2"
366,"frr",15.6529455,86.5,"WT","2020-08-01","P6","df2","rep2"
367,"gyrA",19.321125,84.3,"WT","2020-08-01","P7","df2","rep2"
368,"hcaT",24.496113,89.5,"WT","2020-08-01","P8","df2","rep2"
369,"idnT",25.412848,87.8,"WT","2020-08-01","P9","df2","rep2"
370,"Lnt2",22.474386,86.7,"WT","2020-08-01","P10","df2","rep2"
371,"Lnt",22.604647,90.9,"WT","2020-08-01","P11","df2","rep2"
372,"miaB",18.145918,85.6,"WT","2020-08-01","P12","df2","rep2"
373,"ybeX",18.72006,85.1,"WT","2020-08-01","P13","df2","rep2"
374,"ybeY",24.195227,86.4,"WT","2020-08-01","P14","df2","rep2"
375,"ybeZ",21.250324,87.8,"WT","2020-08-01","P15","df2","rep2"
376,"ybeZY",20.732296,82.4,"WT","2020-08-01","P16","df2","rep2"
28,"CorA",21.934662,62,"ybeX","2020-08-24","B4","df1","rep1"
29,"cysG",21.486607,90.9,"ybeX","2020-08-24","B5","df1","rep1"
30,"frr",16.55948,89,"ybeX","2020-08-24","B6","df1","rep1"
31,"gyrA",22.195543,86.5,"ybeX","2020-08-24","B7","df1","rep1"
32,"hcaT",24.820017,91.4,"ybeX","2020-08-24","B8","df1","rep1"
33,"idnT",25.35333,88.1,"ybeX","2020-08-24","B9","df1","rep1"
34,"Lnt2",22.77799,87,"ybeX","2020-08-24","B10","df1","rep1"
35,"Lnt",22.247263,90.9,"ybeX","2020-08-24","B11","df1","rep1"
36,"miaB",19.473083,85.6,"ybeX","2020-08-24","B12","df1","rep1"
37,"ybeX",32.99759,85.1,"ybeX","2020-08-24","B13","df1","rep1"
38,"ybeY",23.5715,86.4,"ybeX","2020-08-24","B14","df1","rep1"
39,"ybeZ",20.293825,87.8,"ybeX","2020-08-24","B15","df1","rep1"
40,"ybeZY",21.015545,83.1,"ybeX","2020-08-24","B16","df1","rep1"
52,"CorA",21.235735,87.3,"ybeX","2020-08-24","C4","df1","rep1"
53,"cysG",21.19719,88.1,"ybeX","2020-08-24","C5","df1","rep1"
54,"frr",16.671928,86.8,"ybeX","2020-08-24","C6","df1","rep1"
55,"gyrA",21.923374,84.6,"ybeX","2020-08-24","C7","df1","rep1"
56,"hcaT",25.05627,89.5,"ybeX","2020-08-24","C8","df1","rep1"
57,"idnT",25.594378,87.8,"ybeX","2020-08-24","C9","df1","rep1"
58,"Lnt2",22.737507,86.7,"ybeX","2020-08-24","C10","df1","rep1"
59,"Lnt",22.550547,90.9,"ybeX","2020-08-24","C11","df1","rep1"
60,"miaB",19.408993,85.6,"ybeX","2020-08-24","C12","df1","rep1"
61,"ybeX",32.687286,85.1,"ybeX","2020-08-24","C13","df1","rep1"
62,"ybeY",23.61581,86.4,"ybeX","2020-08-24","C14","df1","rep1"
63,"ybeZ",22.023108,88,"ybeX","2020-08-24","C15","df1","rep1"
64,"ybeZY",21.255377,82.6,"ybeX","2020-08-24","C16","df1","rep1"
76,"CorA",21.23163,87.3,"ybeX","2020-08-24","D4","df1","rep1"
77,"cysG",21.16956,88.1,"ybeX","2020-08-24","D5","df1","rep1"
78,"frr",16.588766,86.8,"ybeX","2020-08-24","D6","df1","rep1"
79,"gyrA",NA,62,"ybeX","2020-08-24","D7","df1","rep1"
80,"hcaT",25.118855,89.5,"ybeX","2020-08-24","D8","df1","rep1"
81,"idnT",25.490007,87.8,"ybeX","2020-08-24","D9","df1","rep1"
82,"Lnt2",22.718958,86.7,"ybeX","2020-08-24","D10","df1","rep1"
83,"Lnt",22.575966,90.9,"ybeX","2020-08-24","D11","df1","rep1"
84,"miaB",19.339613,85.9,"ybeX","2020-08-24","D12","df1","rep1"
85,"ybeX",33.493156,85.1,"ybeX","2020-08-24","D13","df1","rep1"
86,"ybeY",23.668598,86.7,"ybeX","2020-08-24","D14","df1","rep1"
87,"ybeZ",22.328238,87.8,"ybeX","2020-08-24","D15","df1","rep1"
88,"ybeZY",21.176092,82.3,"ybeX","2020-08-24","D16","df1","rep1"
124,"CorA",21.26682,87.3,"ybeX","2020-08-24","F4","df1","rep2"
125,"cysG",21.385202,88.1,"ybeX","2020-08-24","F5","df1","rep2"
126,"frr",17.054958,86.8,"ybeX","2020-08-24","F6","df1","rep2"
127,"gyrA",21.984425,84.6,"ybeX","2020-08-24","F7","df1","rep2"
128,"hcaT",25.653465,89.5,"ybeX","2020-08-24","F8","df1","rep2"
129,"idnT",25.447401,87.8,"ybeX","2020-08-24","F9","df1","rep2"
130,"Lnt2",22.816177,86.7,"ybeX","2020-08-24","F10","df1","rep2"
131,"Lnt",22.40407,90.9,"ybeX","2020-08-24","F11","df1","rep2"
132,"miaB",19.497427,85.9,"ybeX","2020-08-24","F12","df1","rep2"
133,"ybeX",31.62389,85.1,"ybeX","2020-08-24","F13","df1","rep2"
134,"ybeY",23.955746,86.4,"ybeX","2020-08-24","F14","df1","rep2"
135,"ybeZ",22.122757,87.8,"ybeX","2020-08-24","F15","df1","rep2"
136,"ybeZY",21.456636,82.3,"ybeX","2020-08-24","F16","df1","rep2"
148,"CorA",21.26742,87.3,"ybeX","2020-08-24","G4","df1","rep2"
149,"cysG",21.395954,88.1,"ybeX","2020-08-24","G5","df1","rep2"
150,"frr",16.929384,86.8,"ybeX","2020-08-24","G6","df1","rep2"
151,"gyrA",21.939089,84.6,"ybeX","2020-08-24","G7","df1","rep2"
152,"hcaT",25.204754,89.5,"ybeX","2020-08-24","G8","df1","rep2"
153,"idnT",25.511095,87.8,"ybeX","2020-08-24","G9","df1","rep2"
154,"Lnt2",22.916006,86.7,"ybeX","2020-08-24","G10","df1","rep2"
155,"Lnt",22.516888,90.9,"ybeX","2020-08-24","G11","df1","rep2"
156,"miaB",19.500864,85.6,"ybeX","2020-08-24","G12","df1","rep2"
158,"ybeY",23.942125,86.4,"ybeX","2020-08-24","G14","df1","rep2"
159,"ybeZ",22.08559,87.8,"ybeX","2020-08-24","G15","df1","rep2"
160,"ybeZY",21.440178,82.3,"ybeX","2020-08-24","G16","df1","rep2"
172,"CorA",21.480385,87.3,"ybeX","2020-08-24","H4","df1","rep2"
173,"cysG",21.432129,88.1,"ybeX","2020-08-24","H5","df1","rep2"
174,"frr",16.783981,86.8,"ybeX","2020-08-24","H6","df1","rep2"
175,"gyrA",21.996183,84.6,"ybeX","2020-08-24","H7","df1","rep2"
176,"hcaT",25.25007,89.5,"ybeX","2020-08-24","H8","df1","rep2"
177,"idnT",25.194405,87.8,"ybeX","2020-08-24","H9","df1","rep2"
178,"Lnt2",22.852762,86.7,"ybeX","2020-08-24","H10","df1","rep2"
179,"Lnt",22.636898,90.9,"ybeX","2020-08-24","H11","df1","rep2"
180,"miaB",19.449364,85.6,"ybeX","2020-08-24","H12","df1","rep2"
181,"ybeX",30.446857,85.1,"ybeX","2020-08-24","H13","df1","rep2"
182,"ybeY",23.81921,86.4,"ybeX","2020-08-24","H14","df1","rep2"
183,"ybeZ",22.29188,87.8,"ybeX","2020-08-24","H15","df1","rep2"
220,"CorA",21.750923,87.3,"ybeX","2020-08-24","J4","df2","rep1"
221,"cysG",21.23064,88.1,"ybeX","2020-08-24","J5","df2","rep1"
222,"frr",17.438128,86.8,"ybeX","2020-08-24","J6","df2","rep1"
223,"gyrA",22.390213,84.6,"ybeX","2020-08-24","J7","df2","rep1"
224,"hcaT",25.746191,89.5,"ybeX","2020-08-24","J8","df2","rep1"
225,"idnT",25.855236,87.8,"ybeX","2020-08-24","J9","df2","rep1"
226,"Lnt2",22.87117,86.7,"ybeX","2020-08-24","J10","df2","rep1"
227,"Lnt",22.994278,90.9,"ybeX","2020-08-24","J11","df2","rep1"
228,"miaB",19.863878,85.6,"ybeX","2020-08-24","J12","df2","rep1"
229,"ybeX",34.185028,85.1,"ybeX","2020-08-24","J13","df2","rep1"
230,"ybeY",24.107426,86.4,"ybeX","2020-08-24","J14","df2","rep1"
231,"ybeZ",22.86023,87.8,"ybeX","2020-08-24","J15","df2","rep1"
232,"ybeZY",21.784977,82.3,"ybeX","2020-08-24","J16","df2","rep1"
244,"CorA",21.222267,87.3,"ybeX","2020-08-24","K4","df2","rep1"
245,"cysG",21.227669,88.1,"ybeX","2020-08-24","K5","df2","rep1"
246,"frr",17.21708,86.8,"ybeX","2020-08-24","K6","df2","rep1"
247,"gyrA",22.238441,84.6,"ybeX","2020-08-24","K7","df2","rep1"
248,"hcaT",25.462172,89.5,"ybeX","2020-08-24","K8","df2","rep1"
249,"idnT",25.875763,87.8,"ybeX","2020-08-24","K9","df2","rep1"
250,"Lnt2",23.053654,86.7,"ybeX","2020-08-24","K10","df2","rep1"
251,"Lnt",23.154512,90.6,"ybeX","2020-08-24","K11","df2","rep1"
252,"miaB",19.775509,85.6,"ybeX","2020-08-24","K12","df2","rep1"
253,"ybeX",32.596268,85.1,"ybeX","2020-08-24","K13","df2","rep1"
254,"ybeY",23.880495,86.4,"ybeX","2020-08-24","K14","df2","rep1"
255,"ybeZ",22.758554,87.8,"ybeX","2020-08-24","K15","df2","rep1"
256,"ybeZY",21.774925,82.3,"ybeX","2020-08-24","K16","df2","rep1"
268,"CorA",21.35087,87.3,"ybeX","2020-08-24","L4","df2","rep1"
269,"cysG",21.338186,88.1,"ybeX","2020-08-24","L5","df2","rep1"
270,"frr",16.934828,86.5,"ybeX","2020-08-24","L6","df2","rep1"
271,"gyrA",22.286211,84.6,"ybeX","2020-08-24","L7","df2","rep1"
272,"hcaT",25.600092,89.5,"ybeX","2020-08-24","L8","df2","rep1"
273,"idnT",25.781654,87.8,"ybeX","2020-08-24","L9","df2","rep1"
274,"Lnt2",23.169443,86.7,"ybeX","2020-08-24","L10","df2","rep1"
275,"Lnt",23.013744,90.9,"ybeX","2020-08-24","L11","df2","rep1"
276,"miaB",19.731958,85.6,"ybeX","2020-08-24","L12","df2","rep1"
277,"ybeX",35.32196,85.1,"ybeX","2020-08-24","L13","df2","rep1"
278,"ybeY",24.017717,86.4,"ybeX","2020-08-24","L14","df2","rep1"
279,"ybeZ",22.614101,87.8,"ybeX","2020-08-24","L15","df2","rep1"
280,"ybeZY",21.769146,82.3,"ybeX","2020-08-24","L16","df2","rep1"
316,"CorA",21.498793,87.3,"ybeX","2020-08-24","N4","df2","rep2"
317,"cysG",NA,62,"ybeX","2020-08-24","N5","df2","rep2"
318,"frr",17.270515,86.5,"ybeX","2020-08-24","N6","df2","rep2"
319,"gyrA",22.679976,84.3,"ybeX","2020-08-24","N7","df2","rep2"
320,"hcaT",26.423586,89.5,"ybeX","2020-08-24","N8","df2","rep2"
321,"idnT",26.225302,87.8,"ybeX","2020-08-24","N9","df2","rep2"
322,"Lnt2",23.304897,86.7,"ybeX","2020-08-24","N10","df2","rep2"
323,"Lnt",24.065584,90.6,"ybeX","2020-08-24","N11","df2","rep2"
324,"miaB",20.168274,85.6,"ybeX","2020-08-24","N12","df2","rep2"
325,"ybeX",32.495636,85.1,"ybeX","2020-08-24","N13","df2","rep2"
326,"ybeY",24.681602,86.4,"ybeX","2020-08-24","N14","df2","rep2"
327,"ybeZ",23.450422,87.8,"ybeX","2020-08-24","N15","df2","rep2"
328,"ybeZY",22.30682,82.1,"ybeX","2020-08-24","N16","df2","rep2"
340,"CorA",21.565628,87.1,"ybeX","2020-08-24","O4","df2","rep2"
341,"cysG",21.691242,87.9,"ybeX","2020-08-24","O5","df2","rep2"
342,"frr",17.183126,86.5,"ybeX","2020-08-24","O6","df2","rep2"
343,"gyrA",22.561518,84.3,"ybeX","2020-08-24","O7","df2","rep2"
344,"hcaT",25.829458,89.5,"ybeX","2020-08-24","O8","df2","rep2"
345,"idnT",26.23544,87.8,"ybeX","2020-08-24","O9","df2","rep2"
346,"Lnt2",23.259277,86.7,"ybeX","2020-08-24","O10","df2","rep2"
347,"Lnt",23.468279,90.9,"ybeX","2020-08-24","O11","df2","rep2"
348,"miaB",19.791182,85.6,"ybeX","2020-08-24","O12","df2","rep2"
349,"ybeX",32.051956,85.1,"ybeX","2020-08-24","O13","df2","rep2"
350,"ybeY",24.572086,86.4,"ybeX","2020-08-24","O14","df2","rep2"
351,"ybeZ",23.42617,87.8,"ybeX","2020-08-24","O15","df2","rep2"
352,"ybeZY",22.032076,82.3,"ybeX","2020-08-24","O16","df2","rep2"
364,"CorA",21.327196,87.1,"ybeX","2020-08-24","P4","df2","rep2"
365,"cysG",21.568708,87.9,"ybeX","2020-08-24","P5","df2","rep2"
366,"frr",17.18763,86.5,"ybeX","2020-08-24","P6","df2","rep2"
367,"gyrA",22.5309,84.3,"ybeX","2020-08-24","P7","df2","rep2"
368,"hcaT",26.09778,89.5,"ybeX","2020-08-24","P8","df2","rep2"
369,"idnT",26.05017,87.8,"ybeX","2020-08-24","P9","df2","rep2"
370,"Lnt2",23.25793,86.7,"ybeX","2020-08-24","P10","df2","rep2"
371,"Lnt",23.614399,90.9,"ybeX","2020-08-24","P11","df2","rep2"
372,"miaB",19.66119,85.6,"ybeX","2020-08-24","P12","df2","rep2"
373,"ybeX",31.60897,85.1,"ybeX","2020-08-24","P13","df2","rep2"
374,"ybeY",24.537624,86.4,"ybeX","2020-08-24","P14","df2","rep2"
375,"ybeZ",23.478474,87.8,"ybeX","2020-08-24","P15","df2","rep2"
376,"ybeZY",21.937883,82.3,"ybeX","2020-08-24","P16","df2","rep2"
28,"CorA",20.850761,88.7,"ybeX","2021-10-24","B4","df1","rep1"
30,"frr",17.618011,88.7,"ybeX","2021-10-24","B6","df1","rep1"
31,"gyrA",20.697092,86,"ybeX","2021-10-24","B7","df1","rep1"
33,"idnT",23.278273,87.8,"ybeX","2021-10-24","B9","df1","rep1"
34,"Lnt2",21.694975,86.5,"ybeX","2021-10-24","B10","df1","rep1"
35,"Lnt",21.83804,91.7,"ybeX","2021-10-24","B11","df1","rep1"
36,"miaB",18.729836,85.7,"ybeX","2021-10-24","B12","df1","rep1"
37,"ybeX",35.231674,85.7,"ybeX","2021-10-24","B13","df1","rep1"
38,"ybeY",20.196531,86.2,"ybeX","2021-10-24","B14","df1","rep1"
39,"ybeZ",20.25372,87.3,"ybeX","2021-10-24","B15","df1","rep1"
40,"ybeZY",22.51576,81.8,"ybeX","2021-10-24","B16","df1","rep1"
52,"CorA",20.891113,86.8,"ybeX","2021-10-24","C4","df1","rep1"
53,"cysG",21.547903,87.4,"ybeX","2021-10-24","C5","df1","rep1"
54,"frr",18.308517,86,"ybeX","2021-10-24","C6","df1","rep1"
55,"gyrA",20.25474,83.8,"ybeX","2021-10-24","C7","df1","rep1"
56,"hcaT",23.28636,89,"ybeX","2021-10-24","C8","df1","rep1"
57,"idnT",23.278553,87.3,"ybeX","2021-10-24","C9","df1","rep1"
58,"Lnt2",21.597137,86.5,"ybeX","2021-10-24","C10","df1","rep1"
59,"Lnt",23.57721,90.3,"ybeX","2021-10-24","C11","df1","rep1"
60,"miaB",18.92561,85.1,"ybeX","2021-10-24","C12","df1","rep1"
61,"ybeX",33.516453,84.6,"ybeX","2021-10-24","C13","df1","rep1"
62,"ybeY",20.18064,85.9,"ybeX","2021-10-24","C14","df1","rep1"
63,"ybeZ",20.296227,87.3,"ybeX","2021-10-24","C15","df1","rep1"
64,"ybeZY",22.635056,81.6,"ybeX","2021-10-24","C16","df1","rep1"
76,"CorA",21.446348,86.8,"ybeX","2021-10-24","D4","df1","rep1"
77,"cysG",21.579414,87.6,"ybeX","2021-10-24","D5","df1","rep1"
78,"frr",18.199997,86.2,"ybeX","2021-10-24","D6","df1","rep1"
79,"gyrA",20.469994,83.8,"ybeX","2021-10-24","D7","df1","rep1"
80,"hcaT",23.381487,89,"ybeX","2021-10-24","D8","df1","rep1"
81,"idnT",23.267973,87.3,"ybeX","2021-10-24","D9","df1","rep1"
82,"Lnt2",21.54916,86.2,"ybeX","2021-10-24","D10","df1","rep1"
83,"Lnt",23.612122,90.3,"ybeX","2021-10-24","D11","df1","rep1"
84,"miaB",18.936867,85.1,"ybeX","2021-10-24","D12","df1","rep1"
85,"ybeX",33.463703,84.8,"ybeX","2021-10-24","D13","df1","rep1"
86,"ybeY",20.20011,85.9,"ybeX","2021-10-24","D14","df1","rep1"
87,"ybeZ",20.092403,87.3,"ybeX","2021-10-24","D15","df1","rep1"
88,"ybeZY",22.54967,81.6,"ybeX","2021-10-24","D16","df1","rep1"
124,"CorA",20.973028,86.8,"ybeX","2021-10-24","F4","df1","rep2"
125,"cysG",21.575844,87.6,"ybeX","2021-10-24","F5","df1","rep2"
126,"frr",18.029873,86.2,"ybeX","2021-10-24","F6","df1","rep2"
127,"gyrA",20.639362,84.1,"ybeX","2021-10-24","F7","df1","rep2"
128,"hcaT",23.514605,89,"ybeX","2021-10-24","F8","df1","rep2"
129,"idnT",23.607885,87.3,"ybeX","2021-10-24","F9","df1","rep2"
130,"Lnt2",21.709745,86.2,"ybeX","2021-10-24","F10","df1","rep2"
131,"Lnt",23.345121,90.3,"ybeX","2021-10-24","F11","df1","rep2"
132,"miaB",19.269844,85.1,"ybeX","2021-10-24","F12","df1","rep2"
133,"ybeX",31.558542,84.6,"ybeX","2021-10-24","F13","df1","rep2"
134,"ybeY",20.519938,85.9,"ybeX","2021-10-24","F14","df1","rep2"
135,"ybeZ",19.897263,87.3,"ybeX","2021-10-24","F15","df1","rep2"
136,"ybeZY",22.79715,81.6,"ybeX","2021-10-24","F16","df1","rep2"
148,"CorA",21.187176,86.8,"ybeX","2021-10-24","G4","df1","rep2"
149,"cysG",21.54591,87.6,"ybeX","2021-10-24","G5","df1","rep2"
150,"frr",18.385983,86.2,"ybeX","2021-10-24","G6","df1","rep2"
151,"gyrA",20.208145,84.1,"ybeX","2021-10-24","G7","df1","rep2"
152,"hcaT",23.310751,89,"ybeX","2021-10-24","G8","df1","rep2"
153,"idnT",23.482317,87.3,"ybeX","2021-10-24","G9","df1","rep2"
154,"Lnt2",22.102375,86.2,"ybeX","2021-10-24","G10","df1","rep2"
155,"Lnt",23.497765,90.6,"ybeX","2021-10-24","G11","df1","rep2"
156,"miaB",19.615646,85.1,"ybeX","2021-10-24","G12","df1","rep2"
157,"ybeX",32.755615,84.6,"ybeX","2021-10-24","G13","df1","rep2"
158,"ybeY",20.454855,85.9,"ybeX","2021-10-24","G14","df1","rep2"
159,"ybeZ",19.955847,87.3,"ybeX","2021-10-24","G15","df1","rep2"
160,"ybeZY",22.738464,81.6,"ybeX","2021-10-24","G16","df1","rep2"
172,"CorA",21.244343,86.8,"ybeX","2021-10-24","H4","df1","rep2"
173,"cysG",21.36721,87.6,"ybeX","2021-10-24","H5","df1","rep2"
174,"frr",18.143639,86.2,"ybeX","2021-10-24","H6","df1","rep2"
175,"gyrA",20.457417,84.1,"ybeX","2021-10-24","H7","df1","rep2"
176,"hcaT",23.340866,89,"ybeX","2021-10-24","H8","df1","rep2"
177,"idnT",23.468857,87.3,"ybeX","2021-10-24","H9","df1","rep2"
178,"Lnt2",21.620312,86.2,"ybeX","2021-10-24","H10","df1","rep2"
179,"Lnt",23.911705,90.3,"ybeX","2021-10-24","H11","df1","rep2"
180,"miaB",19.293032,85.1,"ybeX","2021-10-24","H12","df1","rep2"
181,"ybeX",30.40487,84.6,"ybeX","2021-10-24","H13","df1","rep2"
182,"ybeY",20.671886,85.9,"ybeX","2021-10-24","H14","df1","rep2"
183,"ybeZ",20.666647,87.3,"ybeX","2021-10-24","H15","df1","rep2"
220,"CorA",21.682177,86.8,"ybeX","2021-10-24","J4","df2","rep1"
221,"cysG",21.810076,87.6,"ybeX","2021-10-24","J5","df2","rep1"
222,"frr",18.538336,86.2,"ybeX","2021-10-24","J6","df2","rep1"
223,"gyrA",20.974888,84.1,"ybeX","2021-10-24","J7","df2","rep1"
224,"hcaT",23.709917,89,"ybeX","2021-10-24","J8","df2","rep1"
225,"idnT",23.833252,87.3,"ybeX","2021-10-24","J9","df2","rep1"
226,"Lnt2",22.25071,86.2,"ybeX","2021-10-24","J10","df2","rep1"
227,"Lnt",24.45838,90.3,"ybeX","2021-10-24","J11","df2","rep1"
228,"miaB",19.315617,85.1,"ybeX","2021-10-24","J12","df2","rep1"
229,"ybeX",30.832325,84.6,"ybeX","2021-10-24","J13","df2","rep1"
230,"ybeY",20.854,85.9,"ybeX","2021-10-24","J14","df2","rep1"
231,"ybeZ",20.99746,87.3,"ybeX","2021-10-24","J15","df2","rep1"
232,"ybeZY",23.089563,81.6,"ybeX","2021-10-24","J16","df2","rep1"
244,"CorA",21.66708,86.8,"ybeX","2021-10-24","K4","df2","rep1"
245,"cysG",21.915627,87.4,"ybeX","2021-10-24","K5","df2","rep1"
246,"frr",18.750135,86.2,"ybeX","2021-10-24","K6","df2","rep1"
247,"gyrA",20.675102,83.8,"ybeX","2021-10-24","K7","df2","rep1"
248,"hcaT",23.863747,89,"ybeX","2021-10-24","K8","df2","rep1"
249,"idnT",23.585297,87.3,"ybeX","2021-10-24","K9","df2","rep1"
