"Well","Gene","Detector Name","Reporter","Task","Ct","TmValue","Tm Type","Ct Type","Baseline Type","Threshold Type","Threshold","Bacteria","TDate","SamP"
220,"CorA","SYBR","SYBR","Unknown",22.084724,87.1,"Auto Tm","Automatic Ct","Automatic","Automatic",0.11867291,"WT","2020-07-20","J4"
221,"cysG","SYBR","SYBR","Unknown",21.493639,87.9,"Auto Tm","Automatic Ct","Automatic","Automatic",0.11867291,"WT","2020-07-20","J5"
222,"frr","SYBR","SYBR","Unknown",17.244362,86.5,"Auto Tm","Automatic Ct","Automatic","Automatic",0.11867291,"WT","2020-07-20","J6"
223,"gyrA","SYBR","SYBR","Unknown",20.608814,84.4,"Auto Tm","Automatic Ct","Automatic","Automatic",0.11867291,"WT","2020-07-20","J7"
224,"hcaT","SYBR","SYBR","Unknown",25.258387,89.3,"Auto Tm","Automatic Ct","Automatic","Automatic",0.11867291,"WT","2020-07-20","J8"
225,"idnT","SYBR","SYBR","Unknown",26.342833,87.6,"Auto Tm","Automatic Ct","Automatic","Automatic",0.11867291,"WT","2020-07-20","J9"
226,"Lnt2","SYBR","SYBR","Unknown",23.412447,86.8,"Auto Tm","Automatic Ct","Automatic","Automatic",0.11867291,"WT","2020-07-20","J10"
227,"Lnt","SYBR","SYBR","Unknown",25.125198,90.6,"Auto Tm","Automatic Ct","Automatic","Automatic",0.11867291,"WT","2020-07-20","J11"
228,"miaB","SYBR","SYBR","Unknown",20.363586,85.7,"Auto Tm","Automatic Ct","Automatic","Automatic",0.11867291,"WT","2020-07-20","J12"
229,"ybeX","SYBR","SYBR","Unknown",19.558302,85.1,"Auto Tm","Automatic Ct","Automatic","Automatic",0.11867291,"WT","2020-07-20","J13"
230,"ybeY","SYBR","SYBR","Unknown",25.177475,86.2,"Auto Tm","Automatic Ct","Automatic","Automatic",0.11867291,"WT","2020-07-20","J14"
231,"ybeZ","SYBR","SYBR","Unknown",23.087336,87.5,"Auto Tm","Automatic Ct","Automatic","Automatic",0.11867291,"WT","2020-07-20","J15"
232,"ybeZY","SYBR","SYBR","Unknown",21.454163,82.1,"Auto Tm","Automatic Ct","Automatic","Automatic",0.11867291,"WT","2020-07-20","J16"
244,"CorA","SYBR","SYBR","Unknown",22.16407,87.1,"Auto Tm","Automatic Ct","Automatic","Automatic",0.11867291,"WT","2020-07-20","K4"
245,"cysG","SYBR","SYBR","Unknown",21.496767,87.9,"Auto Tm","Automatic Ct","Automatic","Automatic",0.11867291,"WT","2020-07-20","K5"
246,"frr","SYBR","SYBR","Unknown",17.377668,86.5,"Auto Tm","Automatic Ct","Automatic","Automatic",0.11867291,"WT","2020-07-20","K6"
247,"gyrA","SYBR","SYBR","Unknown",20.559948,84.4,"Auto Tm","Automatic Ct","Automatic","Automatic",0.11867291,"WT","2020-07-20","K7"
248,"hcaT","SYBR","SYBR","Unknown",25.05633,89.3,"Auto Tm","Automatic Ct","Automatic","Automatic",0.11867291,"WT","2020-07-20","K8"
249,"idnT","SYBR","SYBR","Unknown",26.439669,87.6,"Auto Tm","Automatic Ct","Automatic","Automatic",0.11867291,"WT","2020-07-20","K9"
250,"Lnt2","SYBR","SYBR","Unknown",23.3462,86.8,"Auto Tm","Automatic Ct","Automatic","Automatic",0.11867291,"WT","2020-07-20","K10"
251,"Lnt","SYBR","SYBR","Unknown",24.874123,90.6,"Auto Tm","Automatic Ct","Automatic","Automatic",0.11867291,"WT","2020-07-20","K11"
252,"miaB","SYBR","SYBR","Unknown",20.33788,85.7,"Auto Tm","Automatic Ct","Automatic","Automatic",0.11867291,"WT","2020-07-20","K12"
253,"ybeX","SYBR","SYBR","Unknown",19.646105,84.9,"Auto Tm","Automatic Ct","Automatic","Automatic",0.11867291,"WT","2020-07-20","K13"
254,"ybeY","SYBR","SYBR","Unknown",25.097795,86.2,"Auto Tm","Automatic Ct","Automatic","Automatic",0.11867291,"WT","2020-07-20","K14"
255,"ybeZ","SYBR","SYBR","Unknown",23.161638,87.5,"Auto Tm","Automatic Ct","Automatic","Automatic",0.11867291,"WT","2020-07-20","K15"
256,"ybeZY","SYBR","SYBR","Unknown",21.474833,82.1,"Auto Tm","Automatic Ct","Automatic","Automatic",0.11867291,"WT","2020-07-20","K16"
268,"CorA","SYBR","SYBR","Unknown",22.055334,87.1,"Auto Tm","Automatic Ct","Automatic","Automatic",0.11867291,"WT","2020-07-20","L4"
269,"cysG","SYBR","SYBR","Unknown",21.42717,87.9,"Auto Tm","Automatic Ct","Automatic","Automatic",0.11867291,"WT","2020-07-20","L5"
270,"frr","SYBR","SYBR","Unknown",17.702103,86.3,"Auto Tm","Automatic Ct","Automatic","Automatic",0.11867291,"WT","2020-07-20","L6"
271,"gyrA","SYBR","SYBR","Unknown",20.719215,84.4,"Auto Tm","Automatic Ct","Automatic","Automatic",0.11867291,"WT","2020-07-20","L7"
272,"hcaT","SYBR","SYBR","Unknown",25.043415,89.3,"Auto Tm","Automatic Ct","Automatic","Automatic",0.11867291,"WT","2020-07-20","L8"
273,"idnT","SYBR","SYBR","Unknown",26.469013,87.6,"Auto Tm","Automatic Ct","Automatic","Automatic",0.11867291,"WT","2020-07-20","L9"
274,"Lnt2","SYBR","SYBR","Unknown",23.318537,86.8,"Auto Tm","Automatic Ct","Automatic","Automatic",0.11867291,"WT","2020-07-20","L10"
275,"Lnt","SYBR","SYBR","Unknown",24.562279,90.6,"Auto Tm","Automatic Ct","Automatic","Automatic",0.11867291,"WT","2020-07-20","L11"
276,"miaB","SYBR","SYBR","Unknown",20.460018,85.7,"Auto Tm","Automatic Ct","Automatic","Automatic",0.11867291,"WT","2020-07-20","L12"
277,"ybeX","SYBR","SYBR","Unknown",19.658337,84.9,"Auto Tm","Automatic Ct","Automatic","Automatic",0.11867291,"WT","2020-07-20","L13"
278,"ybeY","SYBR","SYBR","Unknown",25.271,86.2,"Auto Tm","Automatic Ct","Automatic","Automatic",0.11867291,"WT","2020-07-20","L14"
280,"ybeZY","SYBR","SYBR","Unknown",21.416134,82.1,"Auto Tm","Automatic Ct","Automatic","Automatic",0.11867291,"WT","2020-07-20","L16"
316,"CorA","SYBR","SYBR","Unknown",21.977812,87.1,"Auto Tm","Automatic Ct","Automatic","Automatic",0.11867291,"WT","2020-07-20","N4"
317,"cysG","SYBR","SYBR","Unknown",21.442165,87.6,"Auto Tm","Automatic Ct","Automatic","Automatic",0.11867291,"WT","2020-07-20","N5"
318,"frr","SYBR","SYBR","Unknown",17.616325,86.3,"Auto Tm","Automatic Ct","Automatic","Automatic",0.11867291,"WT","2020-07-20","N6"
319,"gyrA","SYBR","SYBR","Unknown",21.079697,84.1,"Auto Tm","Automatic Ct","Automatic","Automatic",0.11867291,"WT","2020-07-20","N7"
320,"hcaT","SYBR","SYBR","Unknown",25.48155,89.3,"Auto Tm","Automatic Ct","Automatic","Automatic",0.11867291,"WT","2020-07-20","N8"
321,"idnT","SYBR","SYBR","Unknown",26.782593,87.6,"Auto Tm","Automatic Ct","Automatic","Automatic",0.11867291,"WT","2020-07-20","N9"
322,"Lnt2","SYBR","SYBR","Unknown",23.696592,86.5,"Auto Tm","Automatic Ct","Automatic","Automatic",0.11867291,"WT","2020-07-20","N10"
323,"Lnt","SYBR","SYBR","Unknown",25.81276,90.6,"Auto Tm","Automatic Ct","Automatic","Automatic",0.11867291,"WT","2020-07-20","N11"
324,"miaB","SYBR","SYBR","Unknown",20.357212,85.4,"Auto Tm","Automatic Ct","Automatic","Automatic",0.11867291,"WT","2020-07-20","N12"
325,"ybeX","SYBR","SYBR","Unknown",19.602745,84.9,"Auto Tm","Automatic Ct","Automatic","Automatic",0.11867291,"WT","2020-07-20","N13"
326,"ybeY","SYBR","SYBR","Unknown",24.677692,86.2,"Auto Tm","Automatic Ct","Automatic","Automatic",0.11867291,"WT","2020-07-20","N14"
327,"ybeZ","SYBR","SYBR","Unknown",23.034525,87.5,"Auto Tm","Automatic Ct","Automatic","Automatic",0.11867291,"WT","2020-07-20","N15"
328,"ybeZY","SYBR","SYBR","Unknown",21.756042,82.1,"Auto Tm","Automatic Ct","Automatic","Automatic",0.11867291,"WT","2020-07-20","N16"
340,"CorA","SYBR","SYBR","Unknown",22.015532,87.1,"Auto Tm","Automatic Ct","Automatic","Automatic",0.11867291,"WT","2020-07-20","O4"
341,"cysG","SYBR","SYBR","Unknown",21.383228,87.6,"Auto Tm","Automatic Ct","Automatic","Automatic",0.11867291,"WT","2020-07-20","O5"
342,"frr","SYBR","SYBR","Unknown",17.496002,86.3,"Auto Tm","Automatic Ct","Automatic","Automatic",0.11867291,"WT","2020-07-20","O6"
343,"gyrA","SYBR","SYBR","Unknown",20.88756,84.1,"Auto Tm","Automatic Ct","Automatic","Automatic",0.11867291,"WT","2020-07-20","O7"
344,"hcaT","SYBR","SYBR","Unknown",25.236618,89.3,"Auto Tm","Automatic Ct","Automatic","Automatic",0.11867291,"WT","2020-07-20","O8"
345,"idnT","SYBR","SYBR","Unknown",26.81382,87.6,"Auto Tm","Automatic Ct","Automatic","Automatic",0.11867291,"WT","2020-07-20","O9"
346,"Lnt2","SYBR","SYBR","Unknown",23.65025,86.5,"Auto Tm","Automatic Ct","Automatic","Automatic",0.11867291,"WT","2020-07-20","O10"
347,"Lnt","SYBR","SYBR","Unknown",25.45581,90.6,"Auto Tm","Automatic Ct","Automatic","Automatic",0.11867291,"WT","2020-07-20","O11"
348,"miaB","SYBR","SYBR","Unknown",20.372362,85.4,"Auto Tm","Automatic Ct","Automatic","Automatic",0.11867291,"WT","2020-07-20","O12"
349,"ybeX","SYBR","SYBR","Unknown",19.668926,84.9,"Auto Tm","Automatic Ct","Automatic","Automatic",0.11867291,"WT","2020-07-20","O13"
350,"ybeY","SYBR","SYBR","Unknown",24.473412,86.2,"Auto Tm","Automatic Ct","Automatic","Automatic",0.11867291,"WT","2020-07-20","O14"
351,"ybeZ","SYBR","SYBR","Unknown",23.062674,87.5,"Auto Tm","Automatic Ct","Automatic","Automatic",0.11867291,"WT","2020-07-20","O15"
352,"ybeZY","SYBR","SYBR","Unknown",21.679426,82.1,"Auto Tm","Automatic Ct","Automatic","Automatic",0.11867291,"WT","2020-07-20","O16"
364,"CorA","SYBR","SYBR","Unknown",22.077488,87.1,"Auto Tm","Automatic Ct","Automatic","Automatic",0.11867291,"WT","2020-07-20","P4"
365,"cysG","SYBR","SYBR","Unknown",21.411102,87.6,"Auto Tm","Automatic Ct","Automatic","Automatic",0.11867291,"WT","2020-07-20","P5"
366,"frr","SYBR","SYBR","Unknown",17.573488,86.3,"Auto Tm","Automatic Ct","Automatic","Automatic",0.11867291,"WT","2020-07-20","P6"
367,"gyrA","SYBR","SYBR","Unknown",21.007648,84.1,"Auto Tm","Automatic Ct","Automatic","Automatic",0.11867291,"WT","2020-07-20","P7"
368,"hcaT","SYBR","SYBR","Unknown",25.34941,89.3,"Auto Tm","Automatic Ct","Automatic","Automatic",0.11867291,"WT","2020-07-20","P8"
369,"idnT","SYBR","SYBR","Unknown",26.600887,87.6,"Auto Tm","Automatic Ct","Automatic","Automatic",0.11867291,"WT","2020-07-20","P9"
370,"Lnt2","SYBR","SYBR","Unknown",23.801447,86.5,"Auto Tm","Automatic Ct","Automatic","Automatic",0.11867291,"WT","2020-07-20","P10"
371,"Lnt","SYBR","SYBR","Unknown",25.55493,90.6,"Auto Tm","Automatic Ct","Automatic","Automatic",0.11867291,"WT","2020-07-20","P11"
372,"miaB","SYBR","SYBR","Unknown",20.358862,85.4,"Auto Tm","Automatic Ct","Automatic","Automatic",0.11867291,"WT","2020-07-20","P12"
373,"ybeX","SYBR","SYBR","Unknown",19.84619,84.9,"Auto Tm","Automatic Ct","Automatic","Automatic",0.11867291,"WT","2020-07-20","P13"
374,"ybeY","SYBR","SYBR","Unknown",24.792635,86.2,"Auto Tm","Automatic Ct","Automatic","Automatic",0.11867291,"WT","2020-07-20","P14"
375,"ybeZ","SYBR","SYBR","Unknown",23.057507,87.5,"Auto Tm","Automatic Ct","Automatic","Automatic",0.11867291,"WT","2020-07-20","P15"
376,"ybeZY","SYBR","SYBR","Unknown",21.614937,82.1,"Auto Tm","Automatic Ct","Automatic","Automatic",0.11867291,"WT","2020-07-20","P16"
20,"CorA","SYBR","SYBR","Unknown",20.998158,87.2,"Auto Tm","Automatic Ct","Automatic","Automatic",0.028106883,"WT","2020-08-01","A20"
21,"CorA","SYBR","SYBR","Unknown",21.049965,88,"Auto Tm","Automatic Ct","Automatic","Automatic",0.028106883,"WT","2020-08-01","A21"
22,"CorA","SYBR","SYBR","Unknown",20.660824,88,"Auto Tm","Automatic Ct","Automatic","Automatic",0.028106883,"WT","2020-08-01","A22"
23,"CorA","SYBR","SYBR","Unknown",21.229574,88.3,"Auto Tm","Automatic Ct","Automatic","Automatic",0.028106883,"WT","2020-08-01","A23"
44,"cysG","SYBR","SYBR","Unknown",20.174635,90.2,"Auto Tm","Automatic Ct","Automatic","Automatic",0.028106883,"WT","2020-08-01","B20"
45,"cysG","SYBR","SYBR","Unknown",20.504328,90.5,"Auto Tm","Automatic Ct","Automatic","Automatic",0.028106883,"WT","2020-08-01","B21"
46,"cysG","SYBR","SYBR","Unknown",20.563848,90.5,"Auto Tm","Automatic Ct","Automatic","Automatic",0.028106883,"WT","2020-08-01","B22"
68,"frr","SYBR","SYBR","Unknown",15.141215,86.4,"Auto Tm","Automatic Ct","Automatic","Automatic",0.028106883,"WT","2020-08-01","C20"
69,"frr","SYBR","SYBR","Unknown",15.702138,86.4,"Auto Tm","Automatic Ct","Automatic","Automatic",0.028106883,"WT","2020-08-01","C21"
70,"frr","SYBR","SYBR","Unknown",15.671772,87.2,"Auto Tm","Automatic Ct","Automatic","Automatic",0.028106883,"WT","2020-08-01","C22"
71,"frr","SYBR","SYBR","Unknown",14.93056,88.8,"Auto Tm","Automatic Ct","Automatic","Automatic",0.028106883,"WT","2020-08-01","C23"
92,"gyrA","SYBR","SYBR","Unknown",19.348476,84.2,"Auto Tm","Automatic Ct","Automatic","Automatic",0.028106883,"WT","2020-08-01","D20"
93,"gyrA","SYBR","SYBR","Unknown",20.203346,84.2,"Auto Tm","Automatic Ct","Automatic","Automatic",0.028106883,"WT","2020-08-01","D21"
94,"gyrA","SYBR","SYBR","Unknown",20.054379,84.2,"Auto Tm","Automatic Ct","Automatic","Automatic",0.028106883,"WT","2020-08-01","D22"
95,"gyrA","SYBR","SYBR","Unknown",20.513868,85.8,"Auto Tm","Automatic Ct","Automatic","Automatic",0.028106883,"WT","2020-08-01","D23"
116,"hcaT","SYBR","SYBR","Unknown",23.779469,89.1,"Auto Tm","Automatic Ct","Automatic","Automatic",0.028106883,"WT","2020-08-01","E20"
117,"hcaT","SYBR","SYBR","Unknown",24.649788,89.1,"Auto Tm","Automatic Ct","Automatic","Automatic",0.028106883,"WT","2020-08-01","E21"
118,"hcaT","SYBR","SYBR","Unknown",24.669065,89.1,"Auto Tm","Automatic Ct","Automatic","Automatic",0.028106883,"WT","2020-08-01","E22"
119,"hcaT","SYBR","SYBR","Unknown",25.184443,91,"Auto Tm","Automatic Ct","Automatic","Automatic",0.028106883,"WT","2020-08-01","E23"
140,"idnT","SYBR","SYBR","Unknown",24.801409,87.5,"Auto Tm","Automatic Ct","Automatic","Automatic",0.028106883,"WT","2020-08-01","F20"
141,"idnT","SYBR","SYBR","Unknown",26.61539,87.5,"Auto Tm","Automatic Ct","Automatic","Automatic",0.028106883,"WT","2020-08-01","F21"
142,"idnT","SYBR","SYBR","Unknown",26.311563,87.5,"Auto Tm","Automatic Ct","Automatic","Automatic",0.028106883,"WT","2020-08-01","F22"
143,"idnT","SYBR","SYBR","Unknown",25.655207,88,"Auto Tm","Automatic Ct","Automatic","Automatic",0.028106883,"WT","2020-08-01","F23"
164,"Lnt2","SYBR","SYBR","Unknown",22.190712,86.4,"Auto Tm","Automatic Ct","Automatic","Automatic",0.028106883,"WT","2020-08-01","G20"
165,"Lnt2","SYBR","SYBR","Unknown",22.985561,86.6,"Auto Tm","Automatic Ct","Automatic","Automatic",0.028106883,"WT","2020-08-01","G21"
166,"Lnt2","SYBR","SYBR","Unknown",23.177668,86.3,"Auto Tm","Automatic Ct","Automatic","Automatic",0.028106883,"WT","2020-08-01","G22"
167,"Lnt2","SYBR","SYBR","Unknown",22.85144,86.9,"Auto Tm","Automatic Ct","Automatic","Automatic",0.028106883,"WT","2020-08-01","G23"
188,"Lnt","SYBR","SYBR","Unknown",22.445267,90.5,"Auto Tm","Automatic Ct","Automatic","Automatic",0.028106883,"WT","2020-08-01","H20"
189,"Lnt","SYBR","SYBR","Unknown",23.130411,90.5,"Auto Tm","Automatic Ct","Automatic","Automatic",0.028106883,"WT","2020-08-01","H21"
190,"Lnt","SYBR","SYBR","Unknown",23.231611,90.5,"Auto Tm","Automatic Ct","Automatic","Automatic",0.028106883,"WT","2020-08-01","H22"
191,"Lnt","SYBR","SYBR","Unknown",22.032625,90.7,"Auto Tm","Automatic Ct","Automatic","Automatic",0.028106883,"WT","2020-08-01","H23"
212,"miaB","SYBR","SYBR","Unknown",17.851236,85.6,"Auto Tm","Automatic Ct","Automatic","Automatic",0.028106883,"WT","2020-08-01","I20"
213,"miaB","SYBR","SYBR","Unknown",18.441092,85.6,"Auto Tm","Automatic Ct","Automatic","Automatic",0.028106883,"WT","2020-08-01","I21"
214,"miaB","SYBR","SYBR","Unknown",17.997074,85.6,"Auto Tm","Automatic Ct","Automatic","Automatic",0.028106883,"WT","2020-08-01","I22"
215,"miaB","SYBR","SYBR","Unknown",18.381708,85.6,"Auto Tm","Automatic Ct","Automatic","Automatic",0.028106883,"WT","2020-08-01","I23"
236,"ybeX","SYBR","SYBR","Unknown",18.894075,84.7,"Auto Tm","Automatic Ct","Automatic","Automatic",0.028106883,"WT","2020-08-01","J20"
237,"ybeX","SYBR","SYBR","Unknown",19.487644,85,"Auto Tm","Automatic Ct","Automatic","Automatic",0.028106883,"WT","2020-08-01","J21"
238,"ybeX","SYBR","SYBR","Unknown",19.535738,84.7,"Auto Tm","Automatic Ct","Automatic","Automatic",0.028106883,"WT","2020-08-01","J22"
239,"ybeX","SYBR","SYBR","Unknown",19.337786,86.3,"Auto Tm","Automatic Ct","Automatic","Automatic",0.028106883,"WT","2020-08-01","J23"
260,"ybeY","SYBR","SYBR","Unknown",23.546986,86.1,"Auto Tm","Automatic Ct","Automatic","Automatic",0.028106883,"WT","2020-08-01","K20"
261,"ybeY","SYBR","SYBR","Unknown",23.92838,86.1,"Auto Tm","Automatic Ct","Automatic","Automatic",0.028106883,"WT","2020-08-01","K21"
262,"ybeY","SYBR","SYBR","Unknown",23.699917,86.1,"Auto Tm","Automatic Ct","Automatic","Automatic",0.028106883,"WT","2020-08-01","K22"
263,"ybeY","SYBR","SYBR","Unknown",24.201849,87.7,"Auto Tm","Automatic Ct","Automatic","Automatic",0.028106883,"WT","2020-08-01","K23"
284,"ybeZ","SYBR","SYBR","Unknown",21.433262,87.5,"Auto Tm","Automatic Ct","Automatic","Automatic",0.028106883,"WT","2020-08-01","L20"
285,"ybeZ","SYBR","SYBR","Unknown",22.668741,87.5,"Auto Tm","Automatic Ct","Automatic","Automatic",0.028106883,"WT","2020-08-01","L21"
286,"ybeZ","SYBR","SYBR","Unknown",22.942543,87.5,"Auto Tm","Automatic Ct","Automatic","Automatic",0.028106883,"WT","2020-08-01","L22"
287,"ybeZ","SYBR","SYBR","Unknown",22.532799,89.4,"Auto Tm","Automatic Ct","Automatic","Automatic",0.028106883,"WT","2020-08-01","L23"
308,"ybeZY","SYBR","SYBR","Unknown",20.917217,82,"Auto Tm","Automatic Ct","Automatic","Automatic",0.028106883,"WT","2020-08-01","M20"
309,"ybeZY","SYBR","SYBR","Unknown",21.222054,82,"Auto Tm","Automatic Ct","Automatic","Automatic",0.028106883,"WT","2020-08-01","M21"
310,"ybeZY","SYBR","SYBR","Unknown",20.592398,82.6,"Auto Tm","Automatic Ct","Automatic","Automatic",0.028106883,"WT","2020-08-01","M22"
311,"ybeZY","SYBR","SYBR","Unknown",20.33541,82.8,"Auto Tm","Automatic Ct","Automatic","Automatic",0.028106883,"WT","2020-08-01","M23"
100,"CorA","SYBR","SYBR","Unknown",21.078157,87.3,"Auto Tm","Automatic Ct","Automatic","Automatic",0.028106883,"WT","2020-08-01","E4"
101,"cysG","SYBR","SYBR","Unknown",20.286644,88.1,"Auto Tm","Automatic Ct","Automatic","Automatic",0.028106883,"WT","2020-08-01","E5"
102,"frr","SYBR","SYBR","Unknown",16.068361,92.6,"Auto Tm","Automatic Ct","Automatic","Automatic",0.028106883,"WT","2020-08-01","E6"
103,"gyrA","SYBR","SYBR","Unknown",20.345205,84.6,"Auto Tm","Automatic Ct","Automatic","Automatic",0.028106883,"WT","2020-08-01","E7"
104,"hcaT","SYBR","SYBR","Unknown",25.311907,89.5,"Auto Tm","Automatic Ct","Automatic","Automatic",0.028106883,"WT","2020-08-01","E8"
105,"idnT","SYBR","SYBR","Unknown",25.933508,87.8,"Auto Tm","Automatic Ct","Automatic","Automatic",0.028106883,"WT","2020-08-01","E9"
106,"Lnt2","SYBR","SYBR","Unknown",23.13743,86.7,"Auto Tm","Automatic Ct","Automatic","Automatic",0.028106883,"WT","2020-08-01","E10"
107,"Lnt","SYBR","SYBR","Unknown",23.45545,90.9,"Auto Tm","Automatic Ct","Automatic","Automatic",0.028106883,"WT","2020-08-01","E11"
108,"miaB","SYBR","SYBR","Unknown",17.931524,85.9,"Auto Tm","Automatic Ct","Automatic","Automatic",0.028106883,"WT","2020-08-01","E12"
109,"ybeX","SYBR","SYBR","Unknown",19.604614,85.1,"Auto Tm","Automatic Ct","Automatic","Automatic",0.028106883,"WT","2020-08-01","E13"
110,"ybeY","SYBR","SYBR","Unknown",22.602556,86.4,"Auto Tm","Automatic Ct","Automatic","Automatic",0.028106883,"WT","2020-08-01","E14"
111,"ybeZ","SYBR","SYBR","Unknown",22.766062,87.8,"Auto Tm","Automatic Ct","Automatic","Automatic",0.028106883,"WT","2020-08-01","E15"
112,"ybeZY","SYBR","SYBR","Unknown",21.166754,82.4,"Auto Tm","Automatic Ct","Automatic","Automatic",0.028106883,"WT","2020-08-01","E16"
124,"CorA","SYBR","SYBR","Unknown",21.4737,87.3,"Auto Tm","Automatic Ct","Automatic","Automatic",0.028106883,"WT","2020-08-01","F4"
125,"cysG","SYBR","SYBR","Unknown",20.187458,88.1,"Auto Tm","Automatic Ct","Automatic","Automatic",0.028106883,"WT","2020-08-01","F5"
126,"frr","SYBR","SYBR","Unknown",15.572888,86.8,"Auto Tm","Automatic Ct","Automatic","Automatic",0.028106883,"WT","2020-08-01","F6"
127,"gyrA","SYBR","SYBR","Unknown",20.070852,84.6,"Auto Tm","Automatic Ct","Automatic","Automatic",0.028106883,"WT","2020-08-01","F7"
128,"hcaT","SYBR","SYBR","Unknown",24.776266,89.5,"Auto Tm","Automatic Ct","Automatic","Automatic",0.028106883,"WT","2020-08-01","F8"
129,"idnT","SYBR","SYBR","Unknown",25.645498,87.8,"Auto Tm","Automatic Ct","Automatic","Automatic",0.028106883,"WT","2020-08-01","F9"
130,"Lnt2","SYBR","SYBR","Unknown",22.726883,86.7,"Auto Tm","Automatic Ct","Automatic","Automatic",0.028106883,"WT","2020-08-01","F10"
131,"Lnt","SYBR","SYBR","Unknown",23.44966,90.9,"Auto Tm","Automatic Ct","Automatic","Automatic",0.028106883,"WT","2020-08-01","F11"
132,"miaB","SYBR","SYBR","Unknown",17.903704,85.6,"Auto Tm","Automatic Ct","Automatic","Automatic",0.028106883,"WT","2020-08-01","F12"
133,"ybeX","SYBR","SYBR","Unknown",19.500305,85.1,"Auto Tm","Automatic Ct","Automatic","Automatic",0.028106883,"WT","2020-08-01","F13"
134,"ybeY","SYBR","SYBR","Unknown",24.302126,86.4,"Auto Tm","Automatic Ct","Automatic","Automatic",0.028106883,"WT","2020-08-01","F14"
135,"ybeZ","SYBR","SYBR","Unknown",21.99863,87.8,"Auto Tm","Automatic Ct","Automatic","Automatic",0.028106883,"WT","2020-08-01","F15"
136,"ybeZY","SYBR","SYBR","Unknown",21.312046,82.4,"Auto Tm","Automatic Ct","Automatic","Automatic",0.028106883,"WT","2020-08-01","F16"
148,"CorA","SYBR","SYBR","Unknown",20.670425,87.3,"Auto Tm","Automatic Ct","Automatic","Automatic",0.028106883,"WT","2020-08-01","G4"
149,"cysG","SYBR","SYBR","Unknown",20.102097,88.1,"Auto Tm","Automatic Ct","Automatic","Automatic",0.028106883,"WT","2020-08-01","G5"
150,"frr","SYBR","SYBR","Unknown",15.082033,86.8,"Auto Tm","Automatic Ct","Automatic","Automatic",0.028106883,"WT","2020-08-01","G6"
151,"gyrA","SYBR","SYBR","Unknown",20.481411,84.6,"Auto Tm","Automatic Ct","Automatic","Automatic",0.028106883,"WT","2020-08-01","G7"
152,"hcaT","SYBR","SYBR","Unknown",25.091045,89.5,"Auto Tm","Automatic Ct","Automatic","Automatic",0.028106883,"WT","2020-08-01","G8"
153,"idnT","SYBR","SYBR","Unknown",25.946125,87.8,"Auto Tm","Automatic Ct","Automatic","Automatic",0.028106883,"WT","2020-08-01","G9"
154,"Lnt2","SYBR","SYBR","Unknown",22.915857,86.7,"Auto Tm","Automatic Ct","Automatic","Automatic",0.028106883,"WT","2020-08-01","G10"
155,"Lnt","SYBR","SYBR","Unknown",23.459345,90.9,"Auto Tm","Automatic Ct","Automatic","Automatic",0.028106883,"WT","2020-08-01","G11"
156,"miaB","SYBR","SYBR","Unknown",18.209715,85.6,"Auto Tm","Automatic Ct","Automatic","Automatic",0.028106883,"WT","2020-08-01","G12"
157,"ybeX","SYBR","SYBR","Unknown",19.23438,85.1,"Auto Tm","Automatic Ct","Automatic","Automatic",0.028106883,"WT","2020-08-01","G13"
158,"ybeY","SYBR","SYBR","Unknown",24.34333,86.4,"Auto Tm","Automatic Ct","Automatic","Automatic",0.028106883,"WT","2020-08-01","G14"
159,"ybeZ","SYBR","SYBR","Unknown",22.334837,87.8,"Auto Tm","Automatic Ct","Automatic","Automatic",0.028106883,"WT","2020-08-01","G15"
160,"ybeZY","SYBR","SYBR","Unknown",21.370169,82.4,"Auto Tm","Automatic Ct","Automatic","Automatic",0.028106883,"WT","2020-08-01","G16"
172,"CorA","SYBR","SYBR","Unknown",21.325844,87.3,"Auto Tm","Automatic Ct","Automatic","Automatic",0.028106883,"WT","2020-08-01","H4"
173,"cysG","SYBR","SYBR","Unknown",20.436872,88.1,"Auto Tm","Automatic Ct","Automatic","Automatic",0.028106883,"WT","2020-08-01","H5"
174,"frr","SYBR","SYBR","Unknown",15.883745,86.8,"Auto Tm","Automatic Ct","Automatic","Automatic",0.028106883,"WT","2020-08-01","H6"
175,"gyrA","SYBR","SYBR","Unknown",20.512045,84.6,"Auto Tm","Automatic Ct","Automatic","Automatic",0.028106883,"WT","2020-08-01","H7"
176,"hcaT","SYBR","SYBR","Unknown",25.246788,89.5,"Auto Tm","Automatic Ct","Automatic","Automatic",0.028106883,"WT","2020-08-01","H8"
177,"idnT","SYBR","SYBR","Unknown",26.238848,87.8,"Auto Tm","Automatic Ct","Automatic","Automatic",0.028106883,"WT","2020-08-01","H9"
178,"Lnt2","SYBR","SYBR","Unknown",23.434828,86.7,"Auto Tm","Automatic Ct","Automatic","Automatic",0.028106883,"WT","2020-08-01","H10"
179,"Lnt","SYBR","SYBR","Unknown",23.634512,90.9,"Auto Tm","Automatic Ct","Automatic","Automatic",0.028106883,"WT","2020-08-01","H11"
180,"miaB","SYBR","SYBR","Unknown",17.932394,85.6,"Auto Tm","Automatic Ct","Automatic","Automatic",0.028106883,"WT","2020-08-01","H12"
